n=;223;Dir=;UP;T0=;14.81;P0=;80.77;T1=;66.82;P1=;22.93;a=; 3.1;1017513792
n=;224;Dir=;DO;T0=;14.82;P0=;80.33;T1=;66.81;P1=;22.98;a=; 2.6;1022070299
n=;225;Dir=;UP;T0=;14.81;P0=;80.68;T1=;66.80;P1=;22.46;a=; 2.6;1026626557
n=;226;Dir=;DO;T0=;14.82;P0=;80.72;T1=;66.79;P1=;22.07;a=; 2.6;1031183127
n=;227;Dir=;UP;T0=;14.80;P0=;80.58;T1=;66.78;P1=;22.69;a=; 3.1;1035739561
n=;228;Dir=;DO;T0=;14.81;P0=;80.64;T1=;66.78;P1=;22.32;a=; 5.3;1040296165
n=;229;Dir=;UP;T0=;14.80;P0=;80.53;T1=;66.78;P1=;22.79;a=; 2.6;1044852547
n=;230;Dir=;DO;T0=;14.80;P0=;80.23;T1=;66.78;P1=;22.74;a=; 2.6;1049408663
n=;231;Dir=;UP;T0=;14.79;P0=;80.48;T1=;66.78;P1=;22.98;a=; 3.1;1053965498
n=;232;Dir=;DO;T0=;14.80;P0=;79.81;T1=;66.78;P1=;23.41;a=; 3.1;1058522421
n=;233;Dir=;UP;T0=;14.79;P0=;80.35;T1=;66.79;P1=;23.62;a=; 3.1;1063079081
n=;234;Dir=;DO;T0=;14.81;P0=;80.45;T1=;66.79;P1=;23.97;a=; 3.1;1067635800
n=;235;Dir=;UP;T0=;14.79;P0=;80.14;T1=;66.79;P1=;23.18;a=; 3.1;1072192154
n=;236;Dir=;DO;T0=;14.81;P0=;79.98;T1=;66.80;P1=;23.27;a=; 3.1;1076748406
n=;237;Dir=;UP;T0=;14.80;P0=;80.73;T1=;66.80;P1=;22.67;a=; 2.6;1081304911
n=;238;Dir=;DO;T0=;14.81;P0=;80.36;T1=;66.79;P1=;23.42;a=; 3.1;1085860992
n=;239;Dir=;UP;T0=;14.80;P0=;80.49;T1=;66.79;P1=;22.91;a=; 2.6;1090417620
n=;240;Dir=;DO;T0=;14.81;P0=;80.22;T1=;66.79;P1=;22.79;a=; 3.1;1094974069
n=;241;Dir=;UP;T0=;14.80;P0=;80.72;T1=;66.79;P1=;22.80;a=; 5.3;1099531008
n=;242;Dir=;DO;T0=;14.80;P0=;80.61;T1=;66.79;P1=;23.56;a=; 3.1;1104087366
n=;243;Dir=;UP;T0=;14.80;P0=;80.28;T1=;66.79;P1=;22.28;a=; 3.1;1108643559
n=;244;Dir=;DO;T0=;14.81;P0=;79.95;T1=;66.79;P1=;22.83;a=; 3.1;1113200937
n=;245;Dir=;UP;T0=;14.79;P0=;80.65;T1=;66.79;P1=;22.35;a=; 3.1;1117759240
